"isolate__autocolour","ST__autocolour","Serotype__autocolour","SRA__autocolour","Biosample__autocolour","benchmark_included__autocolour","stx_profile__autocolour","stx_count__autocolour","plasmid_profile__autocolour","plasmid_count__autocolour","ST_plot__autocolour","Serotype_plot__autocolour","plasmid_profile_plot__autocolour","stx_profile_plot__autocolour"
"GCF_012149945.1_ASM1214994v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012221365.1_ASM1222136v1","270","O136:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012221565.1_ASM1222156v1","270","O136:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012278675.1_ASM1227867v1","761","O5:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012516455.1_ASM1251645v1","533","O45:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012537835.1_ASM1253783v1","93","O5:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012915625.1_ASM1291562v2","11","O157:H7","SRR10506462","SAMN13348336","yes","stx2a",1,"26",1,"11","O157:H7","26","stx2a"
"GCF_012934435.1_ASM1293443v1","973","O11:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934455.1_ASM1293445v1","394","O77/O17/O44/O106:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934475.1_ASM1293447v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934495.1_ASM1293449v1","963","-:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934515.1_ASM1293451v1","491","O33:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934535.1_ASM1293453v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934555.1_ASM1293455v1","95","O2/O50:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934575.1_ASM1293457v1","10","O89:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934595.1_ASM1293459v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934615.1_ASM1293461v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934635.1_ASM1293463v1","357","O13/O135:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934655.2_ASM1293465v2","144","O16:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934675.1_ASM1293467v1","54","O104:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934695.1_ASM1293469v1","967","O36:H42",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934715.1_ASM1293471v1","69","O25:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934765.1_ASM1293476v1","14","O18:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012934785.1_ASM1293478v1","998","O2:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012974525.1_ASM1297452v1","156","O51:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012974565.1_ASM1297456v1","1262","O2:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_012974805.1_ASM1297480v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013004045.1_ASM1300404v1","127","O6:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013084945.1_ASM1308494v1","95","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013085025.1_ASM1308502v1","69","O77/O17/O44/O106:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013085185.1_ASM1308518v1","3695","O113:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013085205.1_ASM1308520v1","420","O46:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013085865.1_ASM1308586v1","58","O8:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013085905.2_ASM1308590v3","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013112335.1_ASM1311233v1","10654","O152:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013122565.1_ASM1312256v1","9286","O3:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166855.1_ASM1316685v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166875.1_ASM1316687v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166895.1_ASM1316689v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166935.1_ASM1316693v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166955.1_ASM1316695v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166975.1_ASM1316697v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013166995.1_ASM1316699v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167015.1_ASM1316701v1","93","O7:-",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167035.1_ASM1316703v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167055.1_ASM1316705v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167075.1_ASM1316707v1","1060","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167135.1_ASM1316713v1","11","O157:H7","SRR15415532","SAMN11267279","yes","stx1a; stx2c",2,"25",1,"11","O157:H7","25","stx1a; stx2c"
"GCF_013167155.1_ASM1316715v1","11","O157:H7","SRR4301525","SAMN05360245","yes","stx2c",1,"25; -1",2,"11","O157:H7","Other","stx2c"
"GCF_013167175.1_ASM1316717v1","11","O157:H7","SRR4301571","SAMN05360243","yes","stx2c",1,"25; 9",2,"11","O157:H7","Other","stx2c"
"GCF_013167195.1_ASM1316719v1","11","O157:H7","SRR4301569","SAMN05360242","yes","stx1a; stx2c",2,"25",1,"11","O157:H7","25","stx1a; stx2c"
"GCF_013167235.1_ASM1316723v1","11","O157:H7","SRR4301577","SAMN05360240","yes","stx2c",1,"25; 20",2,"11","O157:H7","25; 20","stx2c"
"GCF_013167255.1_ASM1316725v1","335","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167275.1_ASM1316727v1","5560","O157:H7","SRR4301522","SAMN05360237","yes","stx2c",1,"25",1,"Other","O157:H7","25","stx2c"
"GCF_013167295.1_ASM1316729v1","11","O157:H7","SRR4301494","SAMN05360235","yes","stx2c",1,"25; 17",2,"11","O157:H7","Other","stx2c"
"GCF_013167315.1_ASM1316731v1","11","O157:H7","SRR4301588","SAMN05360230","yes","stx2c",1,"25; 12; 17",3,"11","O157:H7","Other","stx2c"
"GCF_013167335.1_ASM1316733v1","11","O157:H7","SRR4301521","SAMN05360225","yes","stx2c; stx2c",2,"25; 12; -1",3,"11","O157:H7","Other","Other"
"GCF_013167355.1_ASM1316735v1","11","O157:H7","SRR15415573","SAMN11229501","yes","stx1a; stx2a",2,"25; 20",2,"11","O157:H7","25; 20","stx1a; stx2a"
"GCF_013167375.1_ASM1316737v1","11","O157:H7","SRR15415610","SAMN11229494","yes","stx2c",1,"25; 17",2,"11","O157:H7","Other","stx2c"
"GCF_013167395.1_ASM1316739v1","11","O157:H7","SRR15415611","SAMN11229495","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_013167415.1_ASM1316741v1","11","O157:H7","SRR15415613","SAMN11229496","yes","stx1a; stx2a",2,"26; 19",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013167435.1_ASM1316743v1","11","O157:H7","SRR4301514","SAMN05360232","yes","stx1a; stx2a",2,"26; 18; 19",3,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013167455.1_ASM1316745v1","11","O157:H7","SRR4301513","SAMN05360231","yes","stx1a; stx2c",2,"25; 7; 19; 18",4,"11","O157:H7","Other","stx1a; stx2c"
"GCF_013167475.1_ASM1316747v1","11","O157:H7","SRR4301579","SAMN05360221","yes","stx2c",1,"25; 3",2,"11","O157:H7","Other","stx2c"
"GCF_013167495.1_ASM1316749v1","11","O157:H7","SRR15415620","SAMN11229493","yes",NA,NA,"-1; 17",2,"11","O157:H7","Other","Other"
"GCF_013167515.1_ASM1316751v1","11","O157:H7","SRR15415621","SAMN11229492","yes","stx2a",1,"25; 3",2,"11","O157:H7","Other","stx2a"
"GCF_013167535.1_ASM1316753v1","11","O157:H7","SRR15415622","SAMN11229491","yes","stx1a; stx2a",2,"26",1,"11","O157:H7","26","stx1a; stx2a"
"GCF_013167555.1_ASM1316755v1","11","O157:H7","SRR4301554","SAMN05360205","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_013167575.1_ASM1316757v1","11","O157:H7","SRR15415624","SAMN05360178","yes","stx2a; stx2c",2,"-1; 10",2,"11","O157:H7","Other","stx2a; stx2c"
"GCF_013167595.1_ASM1316759v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_013167615.1_ASM1316761v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_013167635.1_ASM1316763v1","11","O157:H7",NA,NA,"no",NA,NA,NA,NA,"11",NA,NA,NA
"GCF_013167655.1_ASM1316765v1","11","O157:H7","SRR941218","SAMN02304041","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_013167675.1_ASM1316767v1","11","O157:H7","SRR4301544","SAMN05360163","yes","stx1a; stx2a",2,"26; 20",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013167695.1_ASM1316769v1","11","O157:H7","SRR4301548","SAMN05360162","yes","stx2a",1,"25; 3",2,"11","O157:H7","Other","stx2a"
"GCF_013167715.1_ASM1316771v1","11","O157:H7","SRR4301531","SAMN05360158","yes","stx1a; stx2a",2,"26; 20",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013167735.1_ASM1316773v1","11","O157:H7","SRR4301497","SAMN05360149","yes","stx2a; stx2c",2,"25; 17",2,"11","O157:H7","Other","stx2a; stx2c"
"GCF_013167755.1_ASM1316775v1","11","O157:H7","SRR15415538","SAMN11229490","yes","stx1a; stx2c",2,"25; -",2,"11","O157:H7","Other","stx1a; stx2c"
"GCF_013167775.1_ASM1316777v1","11","O157:H7","SRR15415539","SAMN11229489","yes","stx1a; stx2a; stx2d",3,"26",1,"11","O157:H7","26","Other"
"GCF_013167795.1_ASM1316779v1","5516","O157:H7","SRR15415540","SAMN11229488","yes","stx2c",1,"-1",1,"Other","O157:H7","Other","stx2c"
"GCF_013167815.1_ASM1316781v1","11","O157:H7","SRR15415542","SAMN11229487","yes","stx2c",1,"25; 18; 9",3,"11","O157:H7","Other","stx2c"
"GCF_013167875.1_ASM1316787v1","11","O157:H7","SRR15415578","SAMN11229498","yes","stx2c",1,"25; 3",2,"11","O157:H7","Other","stx2c"
"GCF_013167935.1_ASM1316793v1","61","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167975.1_ASM1316797v1","335","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013167995.1_ASM1316799v1","335","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013168015.1_ASM1316801v1","7444","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013168035.1_ASM1316803v1","11","O157:H7","SRR15415547","SAMN11229482","yes","stx1a",1,"25; 20; 18",3,"11","O157:H7","Other","Other"
"GCF_013168055.1_ASM1316805v1","11","O157:H7","SRR4301527","SAMN05360196","yes","stx1a; stx2c",2,"25; 18",2,"11","O157:H7","Other","stx1a; stx2c"
"GCF_013168075.1_ASM1316807v1","11","O157:H7","SRR15415549","SAMN11229481","yes","stx1a; stx2a",2,"26; 20",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013168095.1_ASM1316809v1","11","O157:H7","SRR15415580","SAMN11229497","yes","stx2a",1,"26; 17; 20",3,"11","O157:H7","Other","stx2a"
"GCF_013168115.1_ASM1316811v1","11","O157:H7","SRR15415574","SAMN11229500","yes","stx2a",1,"-1",1,"11","O157:H7","Other","stx2a"
"GCF_013168135.1_ASM1316813v1","11","O157:H7","SRR4301564","SAMN05360191","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_013168155.1_ASM1316815v1","11","O157:H7","SRR4301555","SAMN05360204","yes","stx2a",1,"25; 10",2,"11","O157:H7","Other","stx2a"
"GCF_013168175.1_ASM1316817v1","11","O157:H7","SRR4301519","SAMN05360202","yes","stx1a; stx2c",2,"25",1,"11","O157:H7","25","stx1a; stx2c"
"GCF_013168195.1_ASM1316819v1","11","O157:H7","SRR15415554","SAMN11229480","yes","stx1a; stx2c",2,"25",1,"11","O157:H7","25","stx1a; stx2c"
"GCF_013168215.1_ASM1316821v1","11","O157:H7","SRR15415555","SAMN11229479","yes","stx2c",1,"25",1,"11","O157:H7","25","stx2c"
"GCF_013168235.1_ASM1316823v1","11","O157:H7","SRR15415556","SAMN11229478","yes","stx1a; stx2c",2,"25; -",2,"11","O157:H7","Other","stx1a; stx2c"
"GCF_013168255.1_ASM1316825v1","11","O157:H7","SRR15415557","SAMN11229477","yes","stx1a; stx2a",2,"26; 20",2,"11","O157:H7","Other","stx1a; stx2a"
"GCF_013201175.1_ASM1320117v1","48","-:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201195.1_ASM1320119v1","5229","O29:H51",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201215.1_ASM1320121v1","11938","-:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201235.1_ASM1320123v1","34","O45:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201255.1_ASM1320125v1","971","O21:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201505.1_ASM1320150v1","1998","O100/O154:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013201525.1_ASM1320152v1","48","O8:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013282195.1_ASM1328219v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013282275.1_ASM1328227v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013282315.1_ASM1328231v1","1286","O10:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013282335.1_ASM1328233v1","69","O25:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013282355.1_ASM1328235v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013305705.1_ASM1330570v1","648","O45:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315675.1_ASM1331567v1","550","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315695.1_ASM1331569v1","379","O1:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315715.1_ASM1331571v1","657","O3:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315735.1_ASM1331573v1","1155","O39:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315755.1_ASM1331575v1","57","O27:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315975.1_ASM1331597v1","5974","O59:H23",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013315995.1_ASM1331599v1","8125","O112:H19",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013317085.1_ASM1331708v1","101","-:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013340785.1_ASM1334078v1","1011","O124/O164:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013340805.1_ASM1334080v1","1011","O124/O164:H45",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013340825.1_ASM1334082v1","2040","O159:H20",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013342925.1_ASM1334292v1","457","O3:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013343595.1_ASM1334359v1","11","O157:H7","SRR4301562","SAMN05360216","yes","stx2c",1,"25; 20",2,"11","O157:H7","25; 20","stx2c"
"GCF_013343615.1_ASM1334361v1","335","O55:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013343635.1_ASM1334363v1","11","O157:H7","SRR4301574","SAMN05360217","yes","stx2c; stx2c",2,"25; 12; 17",3,"11","O157:H7","Other","Other"
"GCF_013357345.1_ASM1335734v1","101","-:H31",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013357365.1_ASM1335736v1","17","O103:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013371685.1_ASM1337168v1","602","O78:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013371725.1_ASM1337172v1","156","O125:H28",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013371745.1_ASM1337174v1","1788","O15:H40",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372305.1_ASM1337230v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372325.1_ASM1337232v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372345.1_ASM1337234v1","216","O127:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372365.1_ASM1337236v1","394","O77/O17/O44/O106/O73:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372385.1_ASM1337238v1","73","O25:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372405.1_ASM1337240v1","2279","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013372425.1_ASM1337242v1","73","O6:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374235.2_ASM1337423v2","8453","O89:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374255.1_ASM1337425v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374275.1_ASM1337427v1","10","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374295.2_ASM1337429v2","8453","O89:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374315.1_ASM1337431v1","48","O6:H16",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013374335.1_ASM1337433v1","410","-:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013376515.1_ASM1337651v1","1437","O130:H26",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013376575.1_ASM1337657v1","7505","-:H8",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013376895.1_ASM1337689v1","11231","O18:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013388275.1_ASM1338827v1","69","O15:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013389615.1_ASM1338961v1","155","O21:H51",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013389695.1_ASM1338969v1","1788","O15:H40",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013390265.1_ASM1339026v1","550","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013391825.1_ASM1339182v1","716","O43:H38",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013393825.1_ASM1339382v1","3107","O2:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013394575.1_ASM1339457v1","537","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013402855.1_ASM1340285v1","10","O29:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013402895.1_ASM1340289v1","69","O15:H1",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013423805.1_ASM1342380v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013425935.1_ASM1342593v1","10","O16:H48",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013425955.1_ASM1342595v1","354","O45:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013426075.1_ASM1342607v1","410","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013426095.1_ASM1342609v1","410","O8:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013426115.1_ASM1342611v1","3835","O89:H21",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013459015.1_ASM1345901v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013459175.1_ASM1345917v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013694285.1_ASM1369428v1","48","O88:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013694325.1_ASM1369432v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013694345.1_ASM1369434v1","4656","-:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_013694465.1_ASM1369446v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014058445.2_ASM1405844v2","21","O26:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014075335.1_ASM1407533v1","10776","O8:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014075475.1_ASM1407547v1","7187","O32:H11",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014075595.1_ASM1407559v1","7366","O184:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014075795.1_ASM1407579v1","48","O103:H43",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014075915.1_ASM1407591v1","48","O103:H43",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014076685.2_ASM1407668v2","1286","O16:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014117345.2_ASM1411734v2","15","O127:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014117405.1_ASM1411740v1","10","O128:H12",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014157395.1_ASM1415739v1","38","O86:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014160155.1_ASM1416015v1","58","O8:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014162235.1_ASM1416223v1","38","O2/O50:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168595.1_ASM1416859v1","602","O9:H9",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168675.1_ASM1416867v1","457","O11:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168735.1_ASM1416873v1","533","O140:H14",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168755.1_ASM1416875v1","10","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168775.1_ASM1416877v1","1193","O75:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168835.1_ASM1416883v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168855.1_ASM1416885v1","11252","O2/O50:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168935.1_ASM1416893v1","744","O89:H10",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168955.1_ASM1416895v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014168975.1_ASM1416897v1","1148","O168:H7",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169015.1_ASM1416901v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169035.1_ASM1416903v1","2003","O1:H15",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169095.1_ASM1416909v1","131","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169115.1_ASM1416911v1","405","O102:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169155.1_ASM1416915v1","3941","O86:H52",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169175.1_ASM1416917v1","648","O1:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169195.1_ASM1416919v1","10","O8:H17",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169275.1_ASM1416927v1","2025","O8:H25",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169395.1_ASM1416939v1","38","O2/O50:H30",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169415.1_ASM1416941v1","3177","O1:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169435.1_ASM1416943v1","131","O16:H5",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169455.1_ASM1416945v1","69","O25:H4",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169475.1_ASM1416947v1","10","O184:H32",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169575.1_ASM1416957v1","405","O45:H6",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169595.1_ASM1416959v1","641","O37:H2",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
"GCF_014169615.1_ASM1416961v1","69","O15:H18",NA,NA,"no",NA,NA,NA,NA,"Other",NA,NA,NA
