"isolate","scheme","ST","adk","fumC","gyrB","icd","mdh","purA","recA","Species","O.type","H.type","Serotype","QC","Evidence","GeneScores","AlleleKeys","GeneIdentities...","GeneCoverages...","GeneContigNames","GeneRanges","GeneLengths","Database","Warnings","SRA","Biosample","benchmark_included","stx_profile","stx_count","plasmid_profile","plasmid_count","Unique","Distinct","Total","Max_count","rep_types","rep_frac_distinct","rep_frac_total"
"GCF_001566335.1_ASM156633v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP014348.1;NZ_CP014348.1;NZ_CP014348.1;","3225304-3226551;3227662-3228828;3331282-3332778;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4482573,4536824,4657521,81,54251,0.011958,0.037562
"GCF_001566615.1_ASM156661v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP014495.1;NZ_CP014495.1;NZ_CP014495.1;","2310671-2311930;2307456-2308518;2105888-2106937;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5057613,5097945,5176004,48,40332,0.007911,0.022873
"GCF_001566635.1_ASM156663v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 2 allele(s)","wzy:0.956;fliC:1;","O25-2-wzy-origin;H4-2-fliC-origin;","95.579;100;","100;100;","NZ_CP014488.1;NZ_CP014488.1;","2105346-2106408;1905856-1906905;","1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5092571,5137794,5219892,44,45223,0.008802,0.024392
"GCF_001566675.1_ASM156667v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.956;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.579;100;","100;100;100;","NZ_CP014497.1;NZ_CP014497.1;NZ_CP014497.1;","2314347-2315606;2311133-2312194;2147020-2148069;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5004295,5085218,5256338,50,80923,0.015913,0.04795
"GCF_001577325.1_ASM157732v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP014522.1;NZ_CP014522.1;NZ_CP014522.1;","2281681-2282940;2278466-2279528;2076899-2077948;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5059713,5106875,5196989,48,47162,0.009235,0.026415
"GCF_001593565.1_ASM159356v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP014316.1;NZ_CP014316.1;NZ_CP014316.1;","2306232-2307491;2303017-2304079;2097589-2098638;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5100031,5187392,5331401,50,87361,0.016841,0.043398
"GCF_001610755.1_ASM161075v1","ecoli_achtman_4","167","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(13)","recA(2)","-","O89","H9","O89:H9","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP011061.1;NZ_CP011061.1;NZ_CP011061.1;","678704-679483;679490-680242;2073306-2075318;","780;753;2013;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5122199,5229130,5428446,77,106931,0.020449,0.056415
"GCF_001612475.1_ASM161247v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015020.1;NZ_CP015020.1;NZ_CP015020.1;","1081807-1083198;1083900-1085066;865754-867511;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5083876,5251389,5643059,61,167513,0.031899,0.099092
"GCF_001612495.1_ASM161249v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015023.1;NZ_CP015023.1;NZ_CP015023.1;","837840-839231;839933-841099;679002-680759;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5157387,5291907,5601931,61,134520,0.02542,0.079355
"GCF_001617565.1_ASM161756v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O25","H4","O25:H4","-","Based on 3 allele(s)","wzx:0.96;wzy:0.957;fliC:1;","O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;","96.032;95.673;100;","100;100;100;","NZ_CP015138.1;NZ_CP015138.1;NZ_CP015138.1;","3782511-3783770;3785923-3786985;4574391-4575440;","1260;1063;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5218245,5281517,5418153,50,63272,0.01198,0.036896
"GCF_001618325.1_ASM161832v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O16","H5","O16:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;","100;100;99.924;","100;100;100;","NZ_CP015069.1;NZ_CP015069.1;NZ_CP015069.1;","861841-863088;859564-860730;693862-695171;","1248;1167;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4911840,4994334,5139992,51,82494,0.016518,0.044388
"GCF_001618345.2_ASM161834v2","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O153","H5","O153:H5","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H5-7-fliC;","100;99.915;100;","100;100;100;","NZ_CP015074.2;NZ_CP015074.2;NZ_CP015074.2;","2564596-2565774;2562461-2563639;2728957-2730266;","1179;1179;1310;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4861946,4924069,5040870,49,62123,0.012616,0.035495
"GCF_001618365.1_ASM161836v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O16","H5","O16:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;","100;100;100;","100;100;100;","NZ_CP015076.1;NZ_CP015076.1;NZ_CP015076.1;","1720262-1721509;1717985-1719151;1510333-1511642;","1248;1167;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5026646,5088800,5212238,51,62154,0.012214,0.035607
"GCF_001644725.1_ASM164472v1","ecoli_achtman_4","1727","adk(6)","fumC(19)","gyrB(3)","icd(16)","mdh(11)","purA(8)","recA(6)","-","-","H7","-:H7","-","Based on 1 allele(s)","fliC:1;","H7-6-fliC-origin;","100;","100;","NZ_CP015240.1;","29350-31107;","1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4828559,4878555,4989536,45,49996,0.010248,0.032263
"GCF_001644745.1_ASM164474v1","ecoli_achtman_4","335","adk(29)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O55","H7","O55:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O55-1-wzx-origin;O55-8-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015241.1;NZ_CP015241.1;NZ_CP015241.1;","106768-108045;108063-109040;5319583-5321340;","1278;978;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5182128,5292136,5494926,64,110008,0.020787,0.056925
"GCF_001645235.2_ASM164523v2","ecoli_achtman_4","17","adk(6)","fumC(4)","gyrB(3)","icd(17)","mdh(7)","purA(7)","recA(6)","-","O153","H2","O153:H2","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O153-3-wzx-origin;O153-4-wzy-origin;H2-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP024479.1;NZ_CP024479.1;NZ_CP024479.1;","5224725-5225903;5222590-5223768;8521-10014;","1179;1179;1494;","v1.0 (11-03-2020)","High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,5146023,5273306,5518590,45,127283,0.024137,0.067511
"GCF_001650275.1_ASM165027v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015832.1;NZ_CP015832.1;NZ_CP015832.1;","2056905-2058296;2055037-2056203;2272273-2274030;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5228022,5403349,5750150,61,175327,0.032448,0.090803
"GCF_001650295.1_ASM165029v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015831.1;NZ_CP015831.1;NZ_CP015831.1;","2056092-2057483;2054224-2055390;2273828-2275585;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4937268,5259999,5831189,61,322731,0.061356,0.1533
"GCF_001651925.2_ASM165192v2","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015846.1;NZ_CP015846.1;NZ_CP015846.1;","2875512-2876903;2877605-2878771;2656934-2658691;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR2914453","SAMN04191551","yes","stx1a; stx2c",2,"25",1,5222009,5379320,5740785,61,157311,0.029244,0.090367
"GCF_001651945.2_ASM165194v2","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015842.1;NZ_CP015842.1;NZ_CP015842.1;","2875510-2876901;2877603-2878769;2656935-2658692;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR2914455","SAMN04191553","yes","stx1a; stx2c",2,"17",1,5170618,5326838,5679868,61,156220,0.029327,0.089659
"GCF_001651965.2_ASM165196v2","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015843.2;NZ_CP015843.2;NZ_CP015843.2;","2875524-2876915;2877617-2878783;2656946-2658703;","1392;1167;1758;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5256154,5413821,5775460,61,157667,0.029123,0.089916
"GCF_001660565.1_ASM166056v1","ecoli_achtman_4","7060","adk(6)","fumC(4)","gyrB(5)","icd(16)","mdh(24)","purA(1)","recA(14)","-","O102","H30","O102:H30","-","Based on 3 allele(s)","wzx:1;wzy:0.999;fliC:1;","O102-6-wzx;O102-9-wzy;H30-2-fliC;","100;99.912;100;","100;100;100;","NZ_CP015995.1;NZ_CP015995.1;NZ_CP015995.1;","1851984-1853171;1854174-1855304;2767485-2769197;","1188;1131;1713;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4971368,5046624,5186103,45,75256,0.014912,0.041406
"GCF_001660585.1_ASM166058v1","ecoli_achtman_4","998","adk(13)","fumC(52)","gyrB(156)","icd(14)","mdh(17)","purA(25)","recA(17)","-","O2","H6","O2:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O2-6-wzx;O2-15-wzy;H6-4-fliC;","100;100;100;","100;100;100;","NZ_CP016007.1;NZ_CP016007.1;NZ_CP016007.1;","596528-597790;593854-594816;381229-382875;","1263;963;1647;","v1.0 (11-03-2020)","High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4973235,5007794,5074759,68,34559,0.006901,0.020006
"GCF_001663075.1_ASM166307v1","ecoli_achtman_4","10","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP016018.1;NZ_CP016018.1;NZ_CP016018.1;","1769846-1771093;1772204-1773370;1875824-1877320;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4455790,4490349,4595557,81,34559,0.007696,0.030414
"GCF_001663475.1_ASM166347v1","ecoli_achtman_4","131","adk(53)","fumC(40)","gyrB(47)","icd(13)","mdh(36)","purA(28)","recA(29)","-","O16","H5","O16:H5","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H5-7-fliC;","100;100;100;","100;100;100;","NZ_CP015159.1;NZ_CP015159.1;NZ_CP015159.1;","3704658-3705905;3702381-3703547;3499111-3500420;","1248;1167;1310;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5043210,5149123,5312396,51,105913,0.020569,0.050671
"GCF_001675145.1_ASM167514v1","ecoli_achtman_4","127","adk(13)","fumC(14)","gyrB(19)","icd(36)","mdh(23)","purA(11)","recA(10)","-","O6","H31","O6:H31","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP014667.1;NZ_CP014667.1;NZ_CP014667.1;","2216465-2217721;2215122-2216465;1971979-1973646;","1257;1344;1668;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5131433,5204188,5331824,61,72755,0.01398,0.037584
"GCF_001677475.2_ASM167747v2","ecoli_achtman_4","1176","adk(146)","fumC(171)","gyrB(141)","icd(155)","mdh(118)","purA(120)","recA(107)","-","O36","H14","O36:H14","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:0.97;","O36-9-wzx;O36-16-wzy;H14-4-fliC;","100;100;97.036;","100;100;100;","NZ_CP015229.1;NZ_CP015229.1;NZ_CP015229.1;","2713770-2715014;2710980-2712236;2542248-2543900;","1245;1257;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5251541,5473002,5848720,44,221461,0.040464,0.102104
"GCF_001677495.1_ASM167749v1","ecoli_achtman_4","718","adk(6)","fumC(19)","gyrB(3)","icd(26)","mdh(9)","purA(8)","recA(6)","-","O168","H8","O168:H8","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O168-1-wzx-origin;O168-2-wzy-origin;H8-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP015228.1;NZ_CP015228.1;NZ_CP015228.1;","2597820-2599091;2594171-2595403;2432071-2433549;","1272;1233;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5173562,5291963,5511810,68,118401,0.022374,0.061368
"GCF_001677515.1_ASM167751v1","ecoli_achtman_4","329","adk(64)","fumC(4)","gyrB(5)","icd(83)","mdh(24)","purA(8)","recA(6)","-","O136","H16","O136:H16","-","Based on 3 allele(s)","wzx:0.999;wzy:0.998;fliC:1;","O136-1-wzx-origin;O136-2-wzy-origin;H16-25-fliC;","99.919;99.838;100;","100;100;100;","NZ_CP013662.1;NZ_CP013662.1;NZ_CP013662.1;","2519417-2520654;2517099-2518331;2321812-2323386;","1239;1233;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5087923,5209238,5456145,72,121315,0.023288,0.067488
"GCF_001678925.1_ASM167892v1","ecoli_achtman_4","93","adk(6)","fumC(11)","gyrB(4)","icd(10)","mdh(7)","purA(8)","recA(6)","-","O7","H4","O7:H4","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:0.99;","O7-14-wzx;O7-39-wzy;H4-1-fliC-origin;","100;100;99.333;","100;100;100;","NZ_CP013031.1;NZ_CP013031.1;NZ_CP013031.1;","2872939-2874370;2868508-2869234;2731892-2732941;","1432;727;1050;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4570121,4614568,4731473,77,44447,0.009632,0.034102
"GCF_001678965.1_ASM167896v1","ecoli_achtman_4","718","adk(6)","fumC(19)","gyrB(3)","icd(26)","mdh(9)","purA(8)","recA(6)","-","O168","H8","O168:H8","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O168-1-wzx-origin;O168-2-wzy-origin;H8-2-fliC-origin;","100;100;100;","100;100;100;","NZ_CP013663.1;NZ_CP013663.1;NZ_CP013663.1;","2562656-2563927;2559007-2560239;2396909-2398387;","1272;1233;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5125388,5229882,5457371,47,104494,0.01998,0.060832
"GCF_001679985.1_ASM167998v1","ecoli_achtman_4","7051","adk(653)","fumC(19)","gyrB(270)","icd(26)","mdh(11)","purA(8)","recA(7)","-","O160","H40","O160:H40","-","Based on 3 allele(s)","wzx:0.998;wzy:1;fliC:1;","O160-3-wzx;O160-2-wzy-origin;H40-4-fliC;","99.84;100;99.932;","100;100;100;","NZ_CP015912.1;NZ_CP015912.1;NZ_CP015912.1;","990815-992062;987795-988895;872877-874355;","1248;1101;1479;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5178386,5257211,5424030,48,78825,0.014994,0.045288
"GCF_001682305.2_ASM168230v2","ecoli_achtman_4","744","adk(10)","fumC(11)","gyrB(135)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O89","H10","O89:H10","-","Based on 3 allele(s)","wzm:0.941;wzt:0.936;fliC:1;","O89-1-wzm-origin;O89-4-wzt;H10-17-fliC;","94.103;93.625;100;","100;100;100;","NZ_CP016182.2;NZ_CP016182.2;NZ_CP016182.2;","3671381-3672160;3670622-3671374;2249202-2250464;","780;753;1263;","v1.0 (11-03-2020)","High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)",NA,NA,"no",NA,NA,NA,NA,4456568,4498040,4617683,80,41472,0.00922,0.034891
"GCF_001683435.1_ASM168343v1","ecoli_achtman_4","127","adk(13)","fumC(14)","gyrB(19)","icd(36)","mdh(23)","purA(11)","recA(10)","-","O6","H31","O6:H31","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O6-1-wzx-origin;O6-26-wzy;H31-2-fliC-origin;","99.92;100;100;","100;100;100;","NZ_CP016358.1;NZ_CP016358.1;NZ_CP016358.1;","613903-615158;612560-613903;369406-371073;","1257;1344;1668;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4966244,5032799,5154621,61,66555,0.013224,0.036545
"GCF_001693315.1_ASM169331v1","ecoli_achtman_4","73","adk(36)","fumC(24)","gyrB(9)","icd(13)","mdh(17)","purA(11)","recA(25)","-","O6","H1","O6:H1","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP016497.1;NZ_CP016497.1;NZ_CP016497.1;","569682-570938;570938-572281;851998-853785;","1257;1344;1788;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5075128,5177292,5329713,55,102164,0.019733,0.047767
"GCF_001693635.1_ASM169363v1","ecoli_achtman_4","359","adk(43)","fumC(41)","gyrB(15)","icd(90)","mdh(11)","purA(8)","recA(6)","-","O177","H21","O177:H21","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O177-5-wzx;O177-7-wzy;H21-9-fliC;","100;100;100;","100;100;100;","NZ_CP016546.1;NZ_CP016546.1;NZ_CP016546.1;","4336117-4337382;4337942-4339228;4566499-4567974;","1266;1287;1476;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5007820,5181255,5494758,45,173435,0.033474,0.088619
"GCF_001695515.1_ASM169551v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP016625.1;NZ_CP016625.1;NZ_CP016625.1;","2954003-2955394;2956096-2957262;2734082-2735839;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR3191403","SAMN04510563","yes","stx1a; stx2c",2,"25",1,5215212,5410122,5866160,61,194910,0.036027,0.110967
"GCF_001721125.1_ASM172112v1","ecoli_achtman_4","21","adk(16)","fumC(4)","gyrB(12)","icd(16)","mdh(9)","purA(7)","recA(7)","-","O26","H11","O26:H11","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O26-1-wzx-origin;O26-2-wzy-origin;H11-4-fliC;","100;100;100;","100;100;100;","NZ_CP012693.1;NZ_CP012693.1;NZ_CP012693.1;","2012902-2014164;2014230-2015252;2158969-2160427;","1263;1023;1459;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5098548,5305610,5704376,55,207062,0.039027,0.106204
"GCF_001721225.1_ASM172122v1","ecoli_achtman_4","-","adk(437)","fumC(46)","gyrB(69)","icd(1)","mdh(~20)","purA(34)","recA(50)","-","O145","H25","O145:H25","-","Based on 3 allele(s)","wzx:0.999;wzy:0.999;fliC:1;","O145-11-wzx;O145-21-wzy;H25-7-fliC;","99.918;99.913;100;","100;100;100;","NZ_CP014583.1;NZ_CP014583.1;NZ_CP014583.1;","4887576-4888798;4888823-4889973;738712-739908;","1223;1151;1197;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4951568,5082545,5376386,55,130977,0.02577,0.079016
"GCF_001721525.1_ASM172152v1","ecoli_achtman_4","648","adk(92)","fumC(4)","gyrB(87)","icd(96)","mdh(70)","purA(58)","recA(2)","-","O1","H6","O1:H6","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;","100;100;99.637;","100;100;100;","NZ_CP015834.1;NZ_CP015834.1;NZ_CP015834.1;","2330577-2331803;2327305-2328309;2137611-2139257;","1227;1005;1653;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,5367433,5456528,5599683,36,89095,0.016328,0.041476
"GCF_001723505.1_ASM172350v1","ecoli_achtman_4","1060","adk(10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(128)","-","O16","H48","O16:H48","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O16-1-wzx-origin;O16-2-wzy-origin;H48-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP017100.1;NZ_CP017100.1;NZ_CP017100.1;","2054644-2055891;2052367-2053533;1948417-1949913;","1248;1167;1497;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4446878,4482224,4583617,76,35346,0.007886,0.029832
"GCF_001735705.1_ASM173570v1","ecoli_achtman_4","-","adk(~10)","fumC(11)","gyrB(4)","icd(8)","mdh(8)","purA(18)","recA(2)","-","-","H32","-:H32","-","Based on 1 allele(s)","fliC:0.9;","H32-2-fliC;","99.935;","90;","NZ_CP016404.1;","2703568-2705101;","1534;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4582106,4624197,4731910,81,42091,0.009102,0.031658
"GCF_001750845.1_ASM175084v1","ecoli_achtman_4","4","adk(6)","fumC(5)","gyrB(4)","icd(8)","mdh(8)","purA(8)","recA(2)","-","O6","H16","O6:H16","-","Based on 3 allele(s)","wzx:0.999;wzy:1;fliC:1;","O6-3-wzx-origin;O6-6-wzy-origin;H16-25-fliC;","99.92;100;100;","100;100;100;","NZ_CP013190.1;NZ_CP013190.1;NZ_CP013190.1;","1854989-1856244;1856244-1857587;1996826-1998400;","1257;1344;1575;","v1.0 (11-03-2020)","-",NA,NA,"no",NA,NA,NA,NA,4837221,4907111,5100752,65,69890,0.014243,0.051665
"GCF_001753445.1_ASM175344v1","ecoli_achtman_4","11","adk(12)","fumC(12)","gyrB(8)","icd(12)","mdh(15)","purA(2)","recA(2)","-","O157","H7","O157:H7","-","Based on 3 allele(s)","wzx:1;wzy:1;fliC:1;","O157-1-wzx-origin;O157-118-wzy;H7-1-fliC-origin;","100;100;100;","100;100;100;","NZ_CP017434.1;NZ_CP017434.1;NZ_CP017434.1;","1916263-1917654;1914395-1915561;2137218-2138975;","1392;1167;1758;","v1.0 (11-03-2020)","-","SRR3195851","SAMN04447635","yes","stx2c",1,"25",1,5069841,5192882,5508967,61,123041,0.023694,0.079711
